,synset_offset,lex_filenum,ss_type,w_cnt,word with lex_id,p_cnt,ptr,f_cnt,frame,gloss
10403,02086260,38,v,01,"[['welter', '1']]",001,"[['@', '01867816', 'v', '0000']]",4,"[['01', '00'], ['02', '00'], ['04', '00'], ['22', '00']]","roll, or rise and fall in an uncontrolled way; ""The shipwrecked survivors weltered in the sea for hours"""
10404,02086458,38,v,02,"[['remove', '0'], ['transfer', '1']]",003,"[['@', '02012344', 'v', '0000'], ['+', '10724699', 'n', '0201'], ['+', '10724699', 'n', '0202']]",2,"[['08', '00'], ['09', '00']]","the position or location of, as for business, legal, educational, or military purposes; ""He removed his children to the countryside""; ""Remove the troops to the forest surrounding the city""; ""remove a case to another court"""
10405,02086805,38,v,01,"[['stampede', '1']]",002,"[['>', '02056300', 'v', '0000'], ['+', '07446270', 'n', '0101']]",3,"[['08', '00'], ['10', '00'], ['11', '00']]","to run in panic; ""Thunderbolts can stampede animals"""
10406,02086963,38,v,01,"[['pack', '2']]",002,"[['>', '02064131', 'v', '0000'], ['@', '00452512', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","to capacity; ""This singer always packs the concert halls""; ""The murder trial packed the court house"""
10407,02087156,38,v,01,"[['land', '3']]",005,"[['@', '02077656', 'v', '0000'], ['+', '09334396', 'n', '0101'], ['+', '00052334', 'n', '0101'], ['~', '02022486', 'v', '0000'], ['~', '02087377', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","ashore; ""The drug smugglers landed the heroin on the beach of the island"""
10408,02087377,38,v,01,"[['strand', '3']]",001,"[['@', '02087156', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]",(a vessel) ashore
10409,02087472,38,v,01,"[['port', '6']]",002,"[['$', '01979085', 'v', '0000'], ['+', '08633957', 'n', '0101']]",1,"[['08', '00']]","to port; ""the captain ported the ship at night"""
10410,02087605,38,v,01,"[['streak', '0']]",001,"[['@', '01831531', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]","quickly in a straight line; ""The plane streaked across the sky"""
10411,02087745,38,v,01,"[['swing', '2']]",005,"[['@', '01850315', 'v', '0000'], ['+', '00571609', 'n', '0103'], ['+', '01173660', 'n', '0101'], ['+', '10683801', 'n', '0101'], ['~', '02087979', 'v', '0000']]",1,"[['08', '00']]","in a curve or arc, usually with the intent of hitting; ""He swung his left fist""; ""swing a bat"""
10412,02087979,38,v,01,"[['wind_up', '0']]",002,"[['@', '02087745', 'v', '0000'], [';c', '00471613', 'n', '0000']]",1,"[['02', '00']]",a preliminary swing to the arm pitching
10413,02088107,38,v,01,"[['draw', '2']]",001,"[['@', '01835496', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]","or go steadily or gradually; ""The ship drew near the shore"""
10414,02088241,38,v,02,"[['transfer', '2'], ['change', '0']]",002,"[['@', '01835496', 'v', '0000'], ['+', '06519480', 'n', '0101']]",4,"[['01', '00'], ['02', '00'], ['04', '00'], ['22', '00']]","from one vehicle or transportation line to another; ""She changed in Chicago on her way to the East coast"""
10415,02088470,38,v,01,"[['heave', '1']]",001,"[['@', '01831531', 'v', '0000']]",1,"[['04', '00']]","or cause to move in a specified way, direction, or position; ""The vessel hove into sight"""
10416,02088627,38,v,01,"[['crash', '1']]",002,"[['@', '01831531', 'v', '0000'], ['+', '07380144', 'n', '0107']]",1,"[['04', '00']]","with, or as if with, a crashing noise; ""The car crashed through the glass door"""
10417,02088792,38,v,01,"[['thunder', '0']]",002,"[['@', '01831531', 'v', '0000'], ['+', '07377682', 'n', '0104']]",2,"[['01', '00'], ['04', '00']]","fast, noisily, and heavily; ""The bus thundered down the road"""
10418,02088949,38,v,01,"[['snap', '1']]",002,"[['@', '01831531', 'v', '0000'], ['+', '07381423', 'n', '0103']]",1,"[['04', '00']]","with a snapping sound; ""bullets snapped past us"""
10419,02089082,38,v,01,"[['swash', '0']]",001,"[['@', '01835496', 'v', '0000']]",1,"[['02', '00']]","violent, noisy movements"
10420,02089174,38,v,06,"[['come_to_the_fore', '0'], ['step_forward', '0'], ['come_forward', '0'], ['step_up', '0'], ['step_to_the_fore', '0'], ['come_out', '1']]",001,"[['@', '02367363', 'v', '0000']]",2,"[['01', '00'], ['02', '00']]","oneself visible; take action; ""Young people should step to the fore and help their peers"""
10421,02089420,38,v,02,"[['turn', '1'], ['turn_over', '9']]",004,"[['@', '01850315', 'v', '0000'], ['+', '04500060', 'n', '0101'], ['~', '02089632', 'v', '0000'], ['~', '02089837', 'v', '0000']]",1,"[['08', '00']]","to move around a center so as to show another side of; ""turn a page of a book"""
10422,02089632,38,v,01,"[['evert', '0']]",005,"[['@', '02089420', 'v', '0000'], ['+', '05080616', 'n', '0101'], ['+', '00335653', 'n', '0102'], ['+', '00335653', 'n', '0103'], ['+', '10963815', 'n', '0101']]",1,"[['08', '00']]","inside out; turn the inner surface of outward; ""evert the eyelid"""
10423,02089837,38,v,01,"[['leaf', '0']]",002,"[['@', '02089420', 'v', '0000'], ['+', '06256229', 'n', '0101']]",2,"[['08', '00'], ['22', '00']]","over pages; ""leaf through a book""; ""leaf a manuscript"""
10424,02089984,38,v,01,"[['turn', '2']]",008,"[['@', '01850315', 'v', '0000'], ['+', '00345454', 'n', '0102'], ['+', '07351612', 'n', '0102'], ['$', '01907258', 'v', '0000'], ['~', '01908543', 'v', '0000'], ['~', '02090243', 'v', '0000'], ['$', '02090435', 'v', '0000'], ['~', '02090854', 'v', '0000']]",1,"[['08', '00']]","to move around or rotate; ""turn a key""; ""turn your palm this way"""
10425,02090243,38,v,01,"[['supinate', '0']]",003,"[['@', '02089984', 'v', '0000'], ['+', '05292587', 'n', '0101'], ['+', '00345297', 'n', '0101']]",1,"[['08', '00']]","(the hand or forearm) so that the back is downward or backward, or turn out (the leg)"
10426,02090435,38,v,01,"[['turn', 'd']]",003,"[['$', '02089984', 'v', '0000'], ['@', '01850315', 'v', '0000'], ['~', '02090679', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]","to move along an axis or into a new direction; ""turn your face to the wall""; ""turn the car around""; ""turn your dance partner around"""
10427,02090679,38,v,01,"[['bring_about', '0']]",001,"[['@', '02090435', 'v', '0000']]",1,"[['08', '00']]","to move into the opposite direction; ""they brought about the boat when they saw a storm approaching"""
10428,02090854,38,v,01,"[['port', '4']]",002,"[['@', '02089984', 'v', '0000'], ['+', '03642928', 'n', '0102']]",1,"[['08', '00']]","or turn on the left side, of a ship; ""port the helm"""
10429,02090990,38,v,01,"[['slide', '2']]",003,"[['@', '01850315', 'v', '0000'], ['+', '00328502', 'n', '0101'], ['+', '06857264', 'n', '0102']]",1,"[['21', '00']]","smoothly along a surface; ""He slid the money over to the other gambler"""
10430,02091165,38,v,01,"[['pace', '1']]",009,"[['@', '01835496', 'v', '0000'], ['+', '00285889', 'n', '0101'], ['+', '13757249', 'n', '0102'], ['+', '15280497', 'n', '0101'], ['+', '02387983', 'n', '0101'], ['~', '01959669', 'v', '0000'], ['~', '01959776', 'v', '0000'], ['~', '01960491', 'v', '0000'], ['~', '01960643', 'v', '0000']]",2,"[['01', '00'], ['02', '00']]","at a pace; ""The horse paced"""
10431,02091410,38,v,02,"[['step', '1'], ['tread', '1']]",006,"[['@', '01835496', 'v', '0000'], ['+', '00285889', 'n', '0203'], ['+', '06645039', 'n', '0103'], ['+', '13757249', 'n', '0103'], ['+', '00285557', 'n', '0101'], ['~', '02092039', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]","down or press the foot, place the foot; ""For fools rush in where angels fear to tread""; ""step on the brake"""
10432,02091689,38,v,01,"[['step', '3']]",003,"[['@', '01904930', 'v', '0000'], ['+', '00285557', 'n', '0101'], ['+', '13757249', 'n', '0103']]",1,"[['22', '00']]","a short distance to a specified place or in a specified manner; ""step over to the blackboard"""
10433,02091885,38,v,01,"[['step', '4']]",003,"[['@', '01835496', 'v', '0000'], ['+', '07383823', 'n', '0103'], ['+', '00285557', 'n', '0101']]",1,"[['07', '00']]","with one's feet in a specific manner; ""step lively"""
10434,02092039,38,v,02,"[['step_on', '0'], ['tread_on', '0']]",001,"[['@', '02091410', 'v', '0000']]",1,"[['08', '00']]","or press the foot on; ""He stepped on the hem of her long gown"""
10435,02092183,38,v,01,"[['hurtle', '1']]",001,"[['@', '01835496', 'v', '0000']]",1,"[['04', '00']]","with or as if with a rushing sound; ""The cars hurtled by"""
10436,02092309,38,v,01,"[['run', 'a']]",004,"[['@', '01850315', 'v', '0000'], ['+', '00293916', 'n', '0101'], ['+', '07460104', 'n', '0103'], ['$', '01143838', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","an animal to move fast; ""run the dogs"""
10437,02092476,38,v,01,"[['retreat', '2']]",004,"[['@', '01835496', 'v', '0000'], ['+', '03517647', 'n', '0102'], ['+', '08643015', 'n', '0101'], ['~', '02092680', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]","away, as for privacy; ""The Pope retreats to Castelgondolfo every summer"""
10438,02092680,38,v,01,"[['cocoon', '0']]",001,"[['@', '02092476', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]","as if into a cocoon, as from an unfriendly environment; ""Families cocoon around the T.V. set most evenings""; ""She loves to stay at home and cocoon"""
10439,02092907,38,v,01,"[['high-tail', '0']]",001,"[['@', '02075462', 'v', '0000']]",1,"[['22', '00']]","at full speed; ""The actress high-tailed to her villa when reporters began to follow her to the restaurant"""
10440,02093088,38,v,01,"[['whistle', '0']]",001,"[['@', '01835496', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]","with, or as with, a whistling sound; ""The bullets whistled past him"""
10441,02093234,38,v,01,"[['whistle', '1']]",001,"[['@', '01850315', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","send, or bring as if by whistling; ""Her optimism whistled away these worries"""
10442,02093390,38,v,02,"[['beat', '2'], ['flap', '2']]",006,"[['@', '01831531', 'v', '0000'], ['+', '07439284', 'n', '0201'], ['+', '07439284', 'n', '0202'], ['$', '02093610', 'v', '0000'], ['~', '02093920', 'v', '0000'], ['~', '02094172', 'v', '0000']]",1,"[['01', '00']]","with a flapping motion; ""The bird's wings were flapping"""
10443,02093610,38,v,02,"[['beat', '4'], ['flap', '3']]",008,"[['$', '02093390', 'v', '0000'], ['@', '01850315', 'v', '0000'], ['+', '07439284', 'n', '0201'], ['+', '07439284', 'n', '0202'], ['+', '05058893', 'n', '0101'], ['~', '01900255', 'v', '0000'], ['~', '02094057', 'v', '0000'], ['~', '02094299', 'v', '0000']]",1,"[['11', '00']]","with a thrashing motion; ""The bird flapped its wings""; ""The eagle beat its wings and soared high into the sky"""
10444,02093920,38,v,02,"[['flail', '2'], ['thresh', '4']]",001,"[['@', '02093390', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","like a flail; thresh about; ""Her arms were flailing"""
10445,02094057,38,v,01,"[['bate', '0']]",001,"[['@', '02093610', 'v', '0000']]",1,"[['11', '00']]",the wings wildly or frantically; used of falcons
10446,02094172,38,v,01,"[['clap', '3']]",001,"[['@', '02093390', 'v', '0000']]",1,"[['01', '00']]","the air in flight; ""the wings of the birds clapped loudly"""
10447,02094299,38,v,01,"[['clap', '4']]",001,"[['@', '02093610', 'v', '0000']]",1,"[['11', '00']]","to strike the air in flight; ""The big bird clapped its wings"""
10448,02094428,38,v,01,"[['fling', '0']]",001,"[['@', '01831531', 'v', '0000']]",2,"[['21', '00'], ['22', '00']]","in an abrupt or headlong manner; ""He flung himself onto the sofa"""
10449,02094569,38,v,04,"[['thrust', '2'], ['stuff', '0'], ['shove', '1'], ['squeeze', '0']]",003,"[['@', '01871979', 'v', '0000'], ['+', '00113726', 'n', '0301'], ['+', '11498203', 'n', '0102']]",2,"[['20', '00'], ['21', '00']]","or force; ""Stuff money into an envelope""; ""She thrust the letter into his hand"""
10450,02094788,38,v,01,"[['hop', '1']]",003,"[['@', '01963942', 'v', '0000'], ['+', '00120010', 'n', '0101'], ['$', '02094922', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]",a jump forward or upward
10451,02094922,38,v,01,"[['hop', '2']]",003,"[['$', '02094788', 'v', '0000'], ['@', '02081178', 'v', '0000'], ['+', '00120010', 'n', '0101']]",2,"[['08', '00'], ['11', '00']]","across; ""He hopped the bush"""
10452,02095060,38,v,01,"[['hop', '3']]",002,"[['@', '01912159', 'v', '0000'], ['$', '02095211', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","as if by a short airplane trip; ""Hop the Pacific Ocean"""
10453,02095211,38,v,01,"[['hop', '4']]",005,"[['$', '02095060', 'v', '0000'], ['$', '01840736', 'v', '0000'], ['@', '01831531', 'v', '0000'], ['+', '00120010', 'n', '0101'], ['+', '10185327', 'n', '0101']]",2,"[['02', '00'], ['22', '00']]",quickly from one place to another
10454,02095390,38,v,03,"[['bed-hop', '0'], ['bedhop', '0'], ['sleep_around', '0']]",001,"[['@', '01427278', 'v', '0000']]",1,"[['02', '00']]","sexually active with more than one partner; ""His wife bed hops"""
10455,02095545,38,v,01,"[['ride', '3']]",001,"[['@', '01921964', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","up on the body; ""Shorts that ride up""; ""This skirt keeps riding up my legs"""
10456,02095696,38,v,01,"[['singsong', '0']]",003,"[['@', '01850315', 'v', '0000'], ['+', '07084927', 'n', '0101'], ['+', '01255648', 'n', '0102']]",1,"[['08', '00']]","as if accompanied by a singsong; ""The porters singsonged the travellers' luggage up the mountain"""
10457,02095900,38,v,01,"[['island_hop', '0']]",001,"[['@', '01835496', 'v', '0000']]",1,"[['02', '00']]","from one island to the next; ""on the cruise, we did some island-hopping"""
10458,02096047,38,v,01,"[['shoot', '3']]",001,"[['@', '01632897', 'v', '0000']]",1,"[['08', '00']]","forth suddenly, intensely, swiftly; ""shoot a glance"""
10459,02096167,38,v,01,"[['turn', '4']]",002,"[['@', '01831531', 'v', '0000'], ['~', '02045043', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","around an axis or a center; ""The wheels are turning"""
10460,02096312,38,v,01,"[['hustle', '1']]",001,"[['@', '01850315', 'v', '0000']]",2,"[['09', '00'], ['11', '00']]","to move furtively and hurriedly; ""The secret service agents hustled the speaker out of the amphitheater"""
10461,02096494,38,v,01,"[['dodge', '0']]",002,"[['@', '01831531', 'v', '0000'], ['+', '00059895', 'n', '0101']]",1,"[['08', '00']]","a sudden movement in a new direction so as to avoid; ""The child dodged the teacher's blow"""
10462,02096670,38,v,01,"[['dodge', '1']]",001,"[['@', '01831531', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]","to and fro or from place to place usually in an irregular course; ""the pickpocket dodged through the crowd"""
10463,02096853,38,v,02,"[['plow', '0'], ['plough', '0']]",001,"[['@', '01835496', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]","in a way resembling that of a plow cutting into or going through the soil; ""The ship plowed through the water"""
10464,02097047,38,v,03,"[['topple', '1'], ['tumble', '6'], ['tip', '4']]",002,"[['@', '01871979', 'v', '0000'], ['+', '00076884', 'n', '0202']]",4,"[['08', '00'], ['09', '00'], ['10', '00'], ['11', '00']]",to topple or tumble by pushing
10465,02097204,38,v,01,"[['throw', '0']]",001,"[['@', '01831531', 'v', '0000']]",1,"[['21', '00']]","violently, energetically, or carelessly; ""She threw herself forwards"""
10466,02097341,38,v,01,"[['throw', '3']]",001,"[['@', '01494310', 'v', '0000']]",3,"[['08', '00'], ['20', '00'], ['21', '00']]","put into a state or activity hastily, suddenly, or carelessly; ""Jane threw dinner together""; ""throw the car into reverse"""
10467,02097544,38,v,01,"[['lurch', '1']]",001,"[['@', '01835496', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","slowly and unsteadily; ""The truck lurched down the road"""
10468,02097676,38,v,01,"[['jackrabbit', '0']]",001,"[['@', '01910373', 'v', '0000']]",2,"[['01', '00'], ['02', '00']]","forward or start with a fast, sudden movement"
10469,02097800,38,v,01,"[['draw', '7']]",002,"[['$', '00097029', 'v', '0000'], ['@', '00173338', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","to flow; ""The nurse drew blood"""
10470,02097925,38,v,02,"[['come_out', '6'], ['fall_out', '0']]",001,"[['@', '00528990', 'v', '0000']]",1,"[['01', '00']]","off; ""His hair and teeth fell out"""
10471,02098041,38,v,01,"[['rip', '0']]",001,"[['@', '02055267', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]","precipitously or violently; ""The tornado ripped along the coast"""
10472,02098179,38,v,01,"[['wash', '1']]",002,"[['@', '01850315', 'v', '0000'], ['$', '00274942', 'v', '0000']]",1,"[['11', '00']]","by or as if by water; ""The swollen river washed away the footbridge"""
10473,02098332,38,v,01,"[['make_way', '0']]",001,"[['@', '01831531', 'v', '0000']]",1,"[['02', '00']]","out of the way; ""make way for the President's motorcade"""
10474,02098458,38,v,03,"[['curl_up', '1'], ['curl', '0'], ['draw_in', '3']]",003,"[['@', '02035919', 'v', '0000'], ['+', '13875970', 'n', '0204'], ['$', '01505254', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]","one's body into a curl; ""She curled farther down under the covers""; ""She fell and drew in"""
10475,02098680,38,v,01,"[['sit_up', '1']]",002,"[['@', '01983771', 'v', '0000'], ['+', '00630786', 'n', '0101']]",2,"[['02', '00'], ['22', '00']]","to an upright sitting position; ""He sat up in bed"""
10476,02098827,38,v,01,"[['sift', '0']]",001,"[['@', '01835496', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]","as if through a sieve; ""The soldiers sifted through the woods"""
10477,02098964,38,v,01,"[['interpose', '1']]",000,[],1,"[['11', '00']]","or come between; ""An interposing thicket blocked their way"""
10478,02099075,38,v,01,"[['dance', '2']]",001,"[['@', '01831531', 'v', '0000']]",2,"[['01', '00'], ['02', '00']]","leap, or move up and down or sideways; ""Dancing flames""; ""The children danced with joy"""
10479,02099239,38,v,01,"[['grab', '2']]",002,"[['@', '01831531', 'v', '0000'], ['+', '00138956', 'n', '0102']]",1,"[['22', '00']]","a grasping or snatching motion with the hand; ""The passenger grabbed for the oxygen mask"""
10480,02099413,38,v,01,"[['fall', '1']]",001,"[['@', '01835496', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]","in a specified direction; ""The line of men fall forward"""
10481,02099544,38,v,01,"[['drag', '6']]",001,"[['@', '01835496', 'v', '0000']]",4,"[['01', '00'], ['02', '00'], ['04', '00'], ['22', '00']]",slowly and as if with great effort
10482,02099669,38,v,01,"[['rake', '0']]",002,"[['@', '01850315', 'v', '0000'], ['+', '04050066', 'n', '0101']]",1,"[['21', '00']]","through with or as if with a rake; ""She raked her fingers through her hair"""
